sampling_year_yyyy,site_code_abcd,ABDU,AMBI,AMCR,AMGO,AMRE,AMRO,AMWO,BAEA,BANS,BAOR,BBCU,BCCH,BGGN,BHCO,BLJA,BOBO,BRTH,CAGO,CARW,CAWA,CEDW,CHSP,CHSW,COGR,COYE,CSWA,CWWI,DOWO,EABL,EAKI,EAME,EASO,EATO,EAWP,EUST,EWPW,FISP,GCFL,GHOW,GRCA,GRHE,HAWO,HOME,HOWR,INBU,KILL,LEBI,LEFL,MALL,MAWR,MODO,NOCA,NOFL,NOMO,NRWS,OROR,PBGR,PIWA,PROW,RBGR,RBNU,RBWO,REVI,RHWO,RTHA,RTHU,RWBL,SCTA,SOSP,SPSA,SSHA,SWSP,TRES,VIRA,WAVI,WBNU,WEVI,WIFL,WISN,WITU,WODU,YBCU,YWAR
1991,SRS1,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,3.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,3.00,0.00,0.00,4.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
1991,SRS2,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,3.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2.00,0.00,0.00,2.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
1991,STDP,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,4.00,0.00,0.00,0.00,0.00,4.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,30.00,0.00,9.00,0.00,0.00,0.00,4.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,5.00
1991,TMSL,0.00,0.00,0.00,3.00,0.00,0.00,2.00,0.00,0.00,3.00,1.00,4.00,0.00,0.00,1.00,0.00,3.00,0.00,3.00,0.00,1.00,1.00,0.00,7.00,11.00,0.00,0.00,0.00,0.00,3.00,0.00,0.00,1.00,3.00,0.00,0.00,1.00,2.00,0.00,3.00,0.00,0.00,0.00,10.00,0.00,0.00,0.00,0.00,1.00,0.00,4.00,1.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,12.00,0.00,11.00,0.00,0.00,1.00,3.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2.00
1991,WPWC,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,5.00,0.00,2.00,0.00,1.00,1.00,0.00,2.00,0.00,0.00,1.00,1.00,5.00,0.00,1.00,8.00,0.00,1.00,0.00,0.00,2.00,0.00,0.00,5.00,3.00,0.00,0.00,3.00,2.00,0.00,2.00,0.00,0.00,0.00,21.00,0.00,0.00,0.00,0.00,0.00,0.00,2.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,5.00,0.00,3.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
2016,BGGR,0.00,0.00,0.00,3.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,3.00,0.00,0.00,0.00,0.00,4.00,0.00,0.00,6.00,0.00,0.00,0.00,0.00,3.00,0.00,0.00,3.00,0.00,0.00,1.00,8.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,11.00,0.00,1.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,15.00
2016,DCJS,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,3.00,0.00,0.00,0.00,0.00,18.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,2.00,0.00,0.00,3.00,0.00,0.00,0.00,10.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,4.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,4.00
2016,DCSD,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,1.00,4.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2.00,0.00,0.00,1.00,0.00,0.00,0.00,7.00,0.00,0.00,0.00,0.00,0.00,0.00,8.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,3.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,6.00
2016,IDSS,0.00,0.00,0.00,0.00,0.00,0.00,2.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2.00,0.00,0.00,0.00,0.00,8.00,0.00,0.00,4.00,0.00,0.00,0.00,0.00,3.00,0.00,0.00,1.00,0.00,1.00,0.00,11.00,2.00,0.00,1.00,0.00,0.00,0.00,2.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,4.00,0.00,0.00,0.00,0.00,0.00,6.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00
2016,RARO,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,3.00,0.00,0.00,1.00,1.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,10.00,0.00,0.00,1.00,0.00,5.00,0.00,1.00,4.00,6.00,2.00,2.00,4.00,3.00,0.00,5.00,0.00,0.00,0.00,8.00,3.00,0.00,0.00,0.00,0.00,0.00,1.00,1.00,1.00,0.00,0.00,2.00,0.00,0.00,0.00,0.00,0.00,1.00,6.00,0.00,0.00,1.00,12.00,0.00,1.00,0.00,0.00,1.00,5.00,0.00,2.00,1.00,0.00,0.00,0.00,0.00,0.00,2.00,28.00
2016,ROIS,0.00,0.00,0.00,1.00,6.00,4.00,2.00,0.00,0.00,3.00,0.00,4.00,3.00,3.00,0.00,0.00,2.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,10.00,0.00,0.00,1.00,0.00,4.00,0.00,0.00,0.00,7.00,2.00,0.00,0.00,2.00,0.00,6.00,0.00,0.00,0.00,14.00,2.00,0.00,0.00,3.00,0.00,1.00,3.00,1.00,2.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,7.00,0.00,0.00,0.00,15.00,0.00,5.00,0.00,0.00,0.00,4.00,0.00,9.00,2.00,0.00,0.00,0.00,0.00,0.00,1.00,46.00
2016,ROMF,0.00,0.00,1.00,0.00,7.00,2.00,0.00,0.00,0.00,6.00,0.00,2.00,3.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,4.00,9.00,0.00,0.00,2.00,0.00,3.00,0.00,0.00,1.00,7.00,0.00,1.00,0.00,4.00,0.00,7.00,0.00,1.00,0.00,10.00,5.00,0.00,0.00,0.00,0.00,0.00,0.00,2.00,3.00,0.00,0.00,2.00,0.00,0.00,0.00,2.00,0.00,2.00,9.00,0.00,0.00,2.00,7.00,0.00,3.00,0.00,0.00,0.00,7.00,0.00,2.00,1.00,0.00,0.00,0.00,0.00,0.00,2.00,22.00
2016,ROMS,0.00,0.00,0.00,0.00,1.00,3.00,1.00,0.00,0.00,5.00,0.00,3.00,2.00,3.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,2.00,10.00,0.00,0.00,2.00,0.00,5.00,0.00,0.00,1.00,10.00,1.00,2.00,0.00,2.00,0.00,7.00,0.00,0.00,0.00,12.00,6.00,0.00,0.00,0.00,0.00,0.00,2.00,2.00,2.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,2.00,9.00,0.00,0.00,0.00,15.00,0.00,5.00,0.00,0.00,0.00,2.00,0.00,9.00,1.00,0.00,0.00,0.00,0.00,0.00,2.00,35.00
2016,ROWB,0.00,0.00,0.00,0.00,0.00,2.00,0.00,0.00,0.00,5.00,0.00,2.00,0.00,0.00,2.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,2.00,9.00,0.00,0.00,0.00,0.00,3.00,0.00,0.00,2.00,5.00,1.00,1.00,0.00,4.00,0.00,4.00,0.00,0.00,0.00,7.00,0.00,0.00,0.00,0.00,0.00,0.00,3.00,0.00,3.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,6.00,0.00,0.00,0.00,9.00,0.00,0.00,0.00,0.00,2.00,3.00,0.00,4.00,0.00,0.00,0.00,0.00,0.00,0.00,2.00,11.00
2016,ROWP,0.00,0.00,0.00,0.00,1.00,3.00,1.00,0.00,0.00,3.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,2.00,2.00,2.00,11.00,1.00,0.00,0.00,0.00,4.00,0.00,0.00,1.00,5.00,2.00,0.00,0.00,0.00,0.00,5.00,0.00,0.00,0.00,3.00,0.00,0.00,1.00,0.00,0.00,0.00,3.00,0.00,2.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,1.00,22.00,0.00,3.00,0.00,0.00,1.00,2.00,0.00,6.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,21.00
2016,SRS1,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,4.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,3.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,10.00,0.00,3.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2.00
2016,SRS2,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,1.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,3.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,5.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,3.00
2016,STDP,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,3.00,0.00,0.00,14.00,0.00,0.00,0.00,0.00,4.00,0.00,0.00,1.00,0.00,0.00,0.00,2.00,0.00,0.00,0.00,0.00,0.00,1.00,2.00,0.00,0.00,0.00,0.00,0.00,0.00,2.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,32.00,0.00,5.00,0.00,0.00,2.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,18.00
2016,TMSL,0.00,0.00,1.00,0.00,1.00,1.00,0.00,0.00,0.00,0.00,0.00,4.00,0.00,0.00,1.00,0.00,1.00,0.00,0.00,0.00,0.00,6.00,0.00,0.00,6.00,0.00,0.00,0.00,0.00,3.00,0.00,0.00,3.00,0.00,0.00,1.00,1.00,1.00,0.00,3.00,0.00,0.00,0.00,4.00,1.00,0.00,0.00,0.00,0.00,3.00,4.00,2.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2.00,0.00,0.00,0.00,13.00,0.00,2.00,0.00,0.00,3.00,1.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,1.00,28.00
2016,WPWC,0.00,0.00,0.00,0.00,1.00,4.00,0.00,0.00,0.00,1.00,0.00,3.00,0.00,1.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,5.00,0.00,1.00,8.00,0.00,0.00,0.00,0.00,3.00,0.00,0.00,6.00,1.00,0.00,1.00,1.00,1.00,0.00,8.00,0.00,0.00,0.00,11.00,0.00,0.00,0.00,0.00,0.00,0.00,4.00,2.00,1.00,0.00,0.00,0.00,0.00,2.00,0.00,0.00,2.00,0.00,7.00,0.00,0.00,0.00,3.00,0.00,3.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,19.00
2021,BGGR,0.00,0.00,0.00,2.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,2.00,0.00,0.00,0.00,2.00,5.00,0.00,1.00,14.00,0.00,0.00,0.00,0.00,3.00,0.00,0.00,7.00,0.00,0.00,0.00,13.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,14.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,19.00
2021,DCJS,0.00,0.00,0.00,0.00,0.00,0.00,2.00,0.00,0.00,0.00,0.00,2.00,1.00,2.00,0.00,0.00,3.00,0.00,0.00,0.00,1.00,18.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,2.00,0.00,0.00,6.00,0.00,0.00,0.00,16.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2.00,0.00,0.00,0.00,0.00,0.00,2.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,8.00
2021,DCSD,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2.00,1.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,5.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,1.00,0.00,0.00,1.00,15.00,0.00,0.00,0.00,0.00,0.00,0.00,6.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,3.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,3.00
2021,IDSS,0.00,0.00,1.00,0.00,0.00,1.00,2.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,5.00,0.00,0.00,0.00,0.00,4.00,0.00,4.00,0.00,0.00,0.00,0.00,0.00,2.00,0.00,0.00,0.00,0.00,2.00,2.00,11.00,0.00,0.00,1.00,0.00,0.00,0.00,1.00,0.00,1.00,0.00,0.00,1.00,0.00,1.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,8.00,0.00,2.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
2021,RARO,0.00,0.00,0.00,0.00,3.00,2.00,1.00,0.00,0.00,4.00,0.00,1.00,1.00,3.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2.00,12.00,0.00,0.00,1.00,0.00,4.00,0.00,1.00,1.00,5.00,1.00,2.00,2.00,3.00,0.00,4.00,0.00,0.00,0.00,21.00,3.00,0.00,0.00,1.00,0.00,0.00,2.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,6.00,0.00,0.00,0.00,17.00,0.00,1.00,0.00,0.00,0.00,5.00,0.00,5.00,1.00,0.00,0.00,0.00,1.00,0.00,1.00,28.00
2021,ROIS,0.00,0.00,0.00,0.00,1.00,6.00,1.00,1.00,0.00,6.00,0.00,3.00,4.00,1.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,4.00,10.00,0.00,0.00,1.00,0.00,9.00,0.00,1.00,0.00,9.00,9.00,0.00,0.00,2.00,0.00,3.00,0.00,0.00,0.00,18.00,0.00,0.00,0.00,0.00,1.00,0.00,2.00,1.00,2.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,5.00,0.00,0.00,0.00,40.00,0.00,1.00,0.00,0.00,0.00,7.00,1.00,17.00,2.00,0.00,1.00,0.00,0.00,1.00,2.00,43.00
2021,ROMF,0.00,0.00,0.00,0.00,8.00,3.00,1.00,0.00,0.00,11.00,0.00,0.00,0.00,2.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,7.00,7.00,0.00,0.00,0.00,0.00,4.00,0.00,0.00,0.00,7.00,2.00,3.00,0.00,5.00,1.00,3.00,0.00,0.00,0.00,10.00,1.00,0.00,0.00,0.00,0.00,0.00,2.00,1.00,2.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2.00,16.00,0.00,0.00,0.00,12.00,0.00,0.00,0.00,0.00,1.00,6.00,0.00,9.00,1.00,0.00,0.00,0.00,1.00,1.00,2.00,16.00
2021,ROMS,0.00,0.00,0.00,0.00,1.00,3.00,1.00,1.00,0.00,8.00,0.00,2.00,4.00,2.00,3.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,3.00,8.00,0.00,0.00,2.00,0.00,7.00,0.00,2.00,0.00,12.00,2.00,0.00,0.00,3.00,0.00,10.00,0.00,0.00,0.00,28.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,1.00,2.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2.00,14.00,0.00,1.00,1.00,32.00,0.00,1.00,0.00,0.00,0.00,10.00,1.00,15.00,0.00,0.00,0.00,0.00,0.00,0.00,2.00,47.00
